caseID,verbatim
83,he seems condecending of Obama
125,"his health, he has cancer, so that's kind of scary, the vice president is not too experienced either, other than that hoping he will try to close a deal on the war with iraq but first we have to get the job done"
127,well he age and i think he follow the bush pass
147,i think he is to liberal.
171,he's similar to george bush regarding the war
182,if there was someone better qualified I would vote for them
221,HIS PASS WILL EFFECT THE WAY HE MAKES DECISION FOR THIS COUNTRY
252,he seem to represent the same thing bush represent.
324,    tired of this republican
346,"the one thing i have a question about is the keating five, i'm trusting that he has come clean on tha subject"
369,"basically all of his political beliefs, esepcially on health care, this won;t work, people will spend m0oney, and still won't have insurance"
452,concern about the war in iraq
530,abortion rights; his age;
545,"side with bush too much, and we will continue the same way if we vote for."
564,hes is a little  more lib then i would like
589,his vp is lacking experience and his views on keeping the was the way that it is
678,the concern is his age and health but not enough to prevent me to vote against hims s
727,he is for the war backing bush s policy about the war
730,yes he has been causgh in several lies also other than that nothing he seems to take things more serious
787,TRUE BELIEVER & PREDUCED. xNO
793,His heaLTH PLAN//NO
858,his tanker he voted against it
875,I AM CONCERNED ABOUT HIS AGE AND HIS HEALTH.
906,"not knowledgable enough about the american people,"
943,a comment that was made by Nancy Reagan that he left his 1st wife because of health issues
964,"not aware alkita, in 21 century not evade other country"
980,his view on the war & his choice of vp
988,"I am afraid that the war is going to go on forever,"
1030,he might have some of thew same ideas like bush has.
1159,kindly good
1193,his standpoint on abortion and gay marriage
1293,how he choose his vice president
1303,his lack of experience in the economy
1363,cautious because they seem to be for the rich
1488,he tends to follow g w bush idea of going to war and sedning more troops
1514,he is a politician and knwos how to play with the sistem. He used to work with someone in power.
1518,most of his ideas represents the upper class
1739,no respect for obama
1887,i dont like him because he doesnt help the latin community he is not interested in hispanics
1907,his pick for vice president
2069,"he seems a little prejudice against certain races, it just doesn't seem he is for all."
2098,the way ne knows about the economy
2109,"he wants to keep on fighting, he is more for the rich than for the poor"
2170,not up on all the finacial end of the govrmnt.
2181,negative campaign; skirts issues
2203,his vice pres choice
